source,reference,translation,bleu_score
ພະນັກງານຂອງ ປາກິສຖານ ໄດ້ເວົ້າວ່າ ຄົນວາງລະເບີດໂຕຕາຍທີ່ໜ້າສົງໃສ ໄດ້ລະເບີດລົດທີ່ໃຫ້ກັບ ສະພາກົດໝາຍແຂວງ ເຊິ່ງໄດ້ປະຊຸມໃນ ເປັສຊາວາຣ໌ ເຫດການດັ່ງກ່າວ ໄດ້ເຮັດໃຫ້ຄົນຕາຍຢ່າງໜ້ອຍ 49 ຄົນ ແລະ 100 ກວ່າຄົນບາດເຈັບ.,"Các quan chức Pakistan cho biết một kẻ bị tình nghi đánh bom tự sát đã phát nổ một chiếc xe gần hội đồng lập pháp tỉnh đang trong phiên họp tại Peshawar, giết chết ít nhất 49 người và làm bị thương hơn 100 người khác.",Các nhân viên của Pakistan đã nói rằng những người đánh bom tử vong rất nghiêm túc đã đánh bom xe của Quốc hội Quốc hội đã hội nghị ở Peru sự kiện đó đã làm cho ít nhất 49 người chết và 100 bệnh nhân,7.191811643847214
ລະເບີດໄດ້ກະຈາຍເສດ ແລະ ໄດ້ທຳລາຍພະຫະຍະ ໃນ ເປັສຊາວາຣ໌ ເຮັດໃຫ້ ເຂດຄີເບີ ບາຊາຣ໌ມ ເຊິ່ງຕັ້ງຢູ່ໃນໃຈກາງເມືອງ ເກິດຄວາມສັບສົນ.,"Vụ nổ đã tạo ra nhiều mảnh vỡ và phá hủy nhiều xe cộ trong khu vực Khyber Bazaar đông đúc của Peshawar, nằm ở trung tâm của thành phố.",Những tàu bom đã từ bỏ và phá huỷ môi trường ở Peru và tạo ra những khu vực ở trung tâm thành phố khủng hoảng khủng hoảng,8.02000738721938
"""ຄົນວາງລະເບີດໂຕຕາຍໄດ້ລະເບີດລາວເອງ ຄືກັບລົດທີ່ຢູ່ທາງຂ້າງຜູ້ໂດຍສາຍຂອງລົດບັສ ທີ່ແລ່ນຜ່ານຕະຫຼາດ"" ພະນັກງານຕຳຫຼວດອາວຸໂສ ຊັຟກັຕ ມາລິກ ກ່າວ.","""Một kẻ đánh bom liều chết đã kích nổ xe hơi khi đi cạnh một xe buýt chở khách đang đi ngang qua chợ, "" sĩ quan cảnh sát cấp cao Shafqat Malik nói.",quot Một người đánh bom chết đã tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tự tạo như một chiếc xe tải bên cạnh chiếc xe tên lửa đang chạy qua thị trường quot một cảnh sát viên cảnh sát tổng thống Washington nói quot,2.384149218664456
ລາວໄດ້ເວົ້າວ່າ ລະເບີດໄດ້ບັນຈຸ ຫ້າສິບກິໂລຂອງສານລະເບີດ ແລະ ລວມມີນໍ້າມັນ ແລະ ເຮັດໃຫ້ລະເບີດມີຄວາມແຮງສູງສຸດ.,"Ông nói rằng quả bom chứa năm mươi kilogram thuốc nổ, có chứa đạn pháo và đạn bi để tối đa hóa sức phá hoại.",Ông ấy nói rằng bom đã tạo ra 5 chục dặm chất lỏng và bao gồm dầu và làm cho bom trở nên động lực cao,3.495853800791991
ພະຍານຜູ້ໜຶ່ງໄດ້ບອກກັບ ອົງການຂ່າວ ສຽງອາເມລິກາວ່າ ລາວໄດ້ນັ່ງຢູ່ໃນຮ້ານ ເວລາທີ່ລະເບີດທີ່ມີຄວາມແຮງນັ້ນ ສະເທືອນພື້ນທີ່ ໃນຕອນເຊົ້າວັນສຸກ ເກີດມີຝຸ່ນໃນອາກາດ ແລະ ເຮັດໃຫ້ສິ່ງຂອງຕົກລົງຈາກຝາ.,"Một nhân chứng nói với hãng tin Voice of America ông đang ngồi trong cửa hàng của mình khi một vụ nổ lớn làm rung chuyển khu vực vào sáng thứ Sáu, tạo khói bụi trong không khí và khiến đồ vật rơi khỏi tường.",Một nhà báo nói với tổ chức tiếng nói Hoa Kỳ rằng ông ngồi trong một cửa hàng thời điểm nổ bom khí hậu vào buổi sáng sáng sinh ra có một lớp ấm trong không khí và tạo ra những thứ đồng ý từ tường,8.547117177098256
ອາຈານທີ່ເຮັດວຽກໃນໂຮງຮຽນໃກ້ແຖວນັ້ນ ກໍ່ໄດ້ເວົ້າອີກວ່າ ເວລາທີ່ລາວອອກໄປທາງນອກຫຼັງຈາກລະເບີດແລ້ວ ລາວໄດ້ເຫັນຄົນຕາຍນອນຢູ່ເຕັມພື້ນໃນບໍລິເວນນັ້ນ.,"Một giáo viên làm việc tại một trường học gần đó cũng nói rằng khi ông đi ra ngoài sau vụ nổ, ông đã nhìn thấy các thi thể nằm khắp nơi.",Giáo sư làm việc ở trường gần đó nói rằng thời điểm anh ta đi ra ngoài sau một cuộc đánh bom và sau đó anh ta nhìn thấy người chết ngủ trên mặt đất,11.175354227446688
ລັດຖະມົນຕີວ່າການກະຊວງພາຍໃນ ປາກິສຖານ ເຣແມນ ມາລິກ ໄດ້ຊີ້ແຈ້ງວ່າ ການກໍ່ການຮ້າຍດັ່ງກ່າວອາດຈະບັງຄັບໃຫ້ລັດຖະບານ ນຳໃຊ້ມາດຕະການຕໍ່ຕ້ານຕາລີບັນ ໃຫ້ຫຼາຍຂຶ້ນ ໃນພາກໃຕ້ຂອງ ວາຊີຣິສຖານ.,Bộ trưởng Nội vụ Pakistan Rehman Malik cho biết rằng những hành động khủng bố như thế có thể buộc chính phủ phải phát động chiến dịch chống Taliban được dự đoán trước với nhiều dự ở phía nam Waziristan.,Bộ trưởng của chính phủ bên trong Pakistan Rachel Silva đã rõ ràng rằng những cuộc khủng bố đó có thể khuyến khích chính phủ sử dụng các chính sách chống lại Taliban hơn ở phía nam của Ả Rập,6.932855764303832
"ລາວໄດ້ເວົ້າວ່າ ລະເບີດໃນວັນສຸກນັ້ນ ຄຽງຄູ່ກັບຈຳນວນຂອງຄົນຕາຍອື່ນໆໃນ ເປັສວາຣ໌ ສະແດງໃຫ້ເຫັນວ່າ ລັດຖະບານມີຄຳວ່າ ""ບໍ່ມີທາງເລືອກ"" ນອກຈາກຈະກ້າວໄປເຖີງການໂຈມຕີ.","Ông nói rằng vụ nổ hôm thứ Sáu, cùng với một số vụ tấn công chết người khác ở Peshawar, cho thấy theo ông chính phủ ""không có lựa chọn"" nào ngoài việc tấn công.",Ông ấy nói rằng bom vào ngày thứ sáu với số lượng những người chết khác ở Peru cho thấy chính phủ có từ quot không lựa chọn quot ngoài việc tiến tới tấn công,5.423290831696761
"ໃນຂະນະທີ່ທະຫານ ບໍ່ມີການຈັດຕັ້ງມື້ຄັກແນ່ໃນການປະຕິບັດງານໃນ ພື້ນທີ່ດັ່ງກ່າວ ພະນັກງານ ສະຫະປະຊາຊາດ ກ່າວວ່າ ປະຊາຊົນປະມານ 80,000 ຄົນ ໄດ້ໜີອອກຈາກເຂດດັ່ງກ່າວ ໃນຄວາມຄາດໝາຍວ່າຈະເກິດການໂຈມຕີຄັ້ງໃໝ່.","Trong khi quân đội chưa công khai kế hoạch cho bất kỳ chiến dịch lớn nào trong khu vực, các quan chức UN nói rằng khoảng 80.000 công dân đã rời khu vực vì dự đoán sẽ diễn ra một cuộc tấn công mới.",Trong khi những người lính không tổ chức một ngày tốt đẹp trong hoạt động trong khu vực đó những nhân viên của Liên Hiệp Quốc nói rằng khoảng 80000 người đã rời khỏi khu vực đó trong những mong muốn sẽ có một cuộc tấn công mới,14.544848813674854
ຫຼັງຈາກສາມມື້ຂອງການເຈລະຈາ ບັນດາພັກໃນໄອແລນເໜືອ ໄດ້ອອກຖະແຫຼງການ ຕໍ່ກັບການເລືອກຕັ້ງຂອງ ປະທານກຳມະການ ເພື່ອຊ່ວຍເຫຼືອໃນການສ້າງຕັ້ງລັດຖະບານອິດສະຫຼະໃນ ໄອແລນເໜືອ.,"Sau ba ngày đàm phán, các Đảng tại Bắc Ireland đã gặp phải bế tắc trong việc bầu ra người đứng đầu một ủy ban hỗ trợ thành lập một Chính phủ được phân quyền tại Bắc Ireland.",Sau ba ngày cuộc đàm phán các tổ chức ở Bắc Âu đã tuyên bố về cuộc bầu cử của một tổ chức tổ chức để giúp đỡ tổ chức chính phủ tự do ở Bắc Âu,5.352938621078465
ຕອນນີ້ມັນຂຶ້ນກັບ ເລຂາທິການລັດ ໄອແລນເໜືອ ປີເຕີ້ ເຮນ ເພື່ອເລືອກການດຳເນິນການໃນຂັ້ນຕໍ່ໄປ.,Hiện nay Bộ trưởng Bộ Ngoại giao Bắc Ireland Petet Hain sẽ hoàn toàn quyết định phương hướng hành động tiếp theo.,Bây giờ nó tập trung vào tổ chức bang Bắc Ireland năm lớn ở Hà Lan để chọn sự sống ở giai đoạn tiếp theo,4.260146736441797
ຄະນະກຳມະການ ທີ່ຮູ້ກັນໃນນາມ ການກະກຽມຂອງ ຄະນະກຳມະການລັດຖະບານ ໄດ້ປະຊຸມກັນ ໃນວັນຈັນ ເພື່ອເລີ່ມວຽກງານຄັ້ງທຳອິດ: ການເລືອກຕັ້ງຂອງ ປະທານຄະນະກຳມະການ.,"Ủy ban, hay còn gọi là Ủy ban Trù bị Chính phủ, đã tiến hành họp vào thứ Hai để bắt đầu nhiệm vụ đầu tiên: bầu ra người đứng đầu ủy ban này.",Các tổ chức được gọi là sự chuẩn bị của các tổ chức chính phủ vào ngày thứ sáu để bắt đầu công việc đầu tiên là bầu cử của các tổ chức,6.042461605237365
ເຖິງຢ່າງໃດກໍ່ຕາມ ວຽກງານຫຼັກແມ່ນເພື່ອຊ່ວຍຈັດຕັ້ງແຜນການສຳລັບ ລັດຖະບານອິດສະຫຼະໃນ ໄອແລນເໜືອ.,"Tuy nhiên, nhiệm vụ chính của ủy ban là hỗ trợ xây dựng sơ đồ phát triển cho chính phủ được trao quyền tại Bắc Ireland.",Tuy nhiên công việc chính là giúp xây dựng kế hoạch cho chính phủ tự do ở Bắc Ireland,8.165184117664175
ຄະນະກຳມະການແມ່ນມາຈາກ ສອງພັກສາທາລະນະລັດ (ຊິນ ເຟອິນ ແລະ SDLP) ສອງພັກສະຫະພາບ (DUP ແລະ UUP) ແລະ ພັກພັນທະມິດທີ່ບໍ່ແບ່ງແຍກນິກາຍ.,"Ủy ban bao gồm hai đảng Cộng hòa (Sinn Féin và SDLP), hai đảng hợp nhất (DUP và UUP) và Đảng Liên minh không bè phái.",Tổ chức là từ hai tổ chức cộng đồng Sierra Leone và SDLP hai tổ chức cộng đồng DUP và UUP và hai tổ chức cộng đồng không chia sẻ thể chất,6.288914797547567
ບົດສະເໜີຂອງ ຊິນ ເຟອິນ ແມ່ນເພື່ອການເປັນຜູ້ນຳ ສຳລັບການໝູນວຽນ ລະຫວ່າງພວກເຂົາ ແລະ ພັກສະຫະພາບປະຊາທິປະໄຕ.,Sinn Féin đề nghị bầu chủ tịch ủy ban để giải quyết các vấn đề giữa họ và các Đảng Dân chủ Hợp nhất.,Các bài thuyết trình của Simon là sự lãnh đạo cho sự lãnh đạo giữa họ và Cộng Hoà,5.495230771633007
DUP ສະເໜີວ່າ ໂຄສົກຂອງສະພາ ເອລິນ ເບລ ຄວນຈະເປັນປະທານ.,DUP tiến cử phát ngôn viên của Quốc hội Eileen Bell giữ chức chủ tịch.,DUP đề xuất rằng chỉ huy của Quốc hội Edinburgh nên được tổ chức,10.412118506844875
ເຖິງຢ່າງໃດກໍ່ຕາມ ເບລ ໄດ້ເນັ້ນວ່າ ມັນອາດຈະບໍ່ເໝາະສົມສຳລັບລາວ ເພື່ອເຮັດໜ້າທີ່ ແລະ ໄດ້ປະຕິເສດ.,"Tuy nhiên, Bell đã từ chối và nhấn mạnh rằng sẽ không phù hợp nếu bà đảm nhận chức vụ này.",Tuy nhiên Ben đã nói rằng nó có thể không đúng với anh ta để làm việc và từ chối,5.542900348964859
ພວກເຂົາຍັງແນະນຳອີກວ່າ DUP MP ສຳລັບ ເຊົ້າ ແອນທຣີມ ວິນລ່ຽມ ແມັກເຄຣຍ ແລະ ຫົວໜ້າພັກພັນທະມິດ ເດວິດ ຟອດ ເປັນຜູ້ລົງເລືອກທີ່ເປັນໄປໄດ້.,Họ cũng đề cử đại biểu của Nam Antrim thuộc đảng DUP William McCrea và lãnh đạo Đảng liên minh David Ford.,Họ cũng giới thiệu rằng DUP MP cho một buổi sáng sáng của David Smith và tổng thống của Cộng Hoà David Foster là người lựa chọn có thể,3.3868193354396166
"ປີເຕິ້ ເຮນ ໄດ້ກ່າວເຖິງ ການປະຕິເສດຂອງບັນດາພັກ ເພື່ອການຮ່ວມມື ""ແບບສິ້ນຫວັງ.""","Peter Hain cho rằng sự từ chối của các đảng sẽ tạo nên ""sự nản lòng.""",Năm Haiti đã nói về sự từ chối của các chính phủ để hợp tác một cách hoàn hảo,18.951629567590746
ຊິນ ເຟອິນ SDLP ແລະ ພັກພັນທະມິດ ທັງໝົດ ໄດ້ຕຳໜິ DUP ສຳລັບຄວາມລົ້ມເຫຼວ.,"Đảng Sinn Féin, Đảng Xã hội Dân chủ và Lao động và Đảng Liên minh đều buộc tội đảng DUP về sự thất bại này.",Gôliát SDLP và tất cả các cộng đồng đều phản ứng với những thất bại,2.808477457288891
"""ເຖິງຢ່າງໃດກໍ່ຕາມ ອິກຄັ້ງໜຶ່ງທີ່ DUP ແທນທີ່ຈະເປັນການຊ່ວຍເຫຼືອ ເພື່ອຫຼີກລ່ຽງອຸບປະສັກຂອງການຮັບຜິດຊອບ ໄດ້ສະແດງເຫັນວ່າພວກເຂົາ ບໍ່ມີຫຍັງ ນອກຈາກ ສິ່ງກີດຂວາງ ແລະ ການຂາດເຂີນ ໃນຈິດວິນຍານຂອງການຮ່ວມມື"" ຊອນ ຟາເຣນ ຈາກພັກ SDLP ກ່າວ.","""Tuy nhiên, một lần nữa DUP, thay vì giúp loại bỏ các rào cản với quá trình phân quyền, lại cho thấy chính họ là người cản trở và thiếu tinh thần hợp tác, "" Sean Farren thuộc Đảng SDLP phát biểu.",Tuy nhiên một lần nữa tại DUP thay vì trợ giúp để tránh những vấn đề của trách nhiệm đã cho thấy họ không có gì ngoài những rào cản và sự thiếu hụt trong tâm trí của sự hợp tác của sự hợp tác,6.0608905001373925
